X,Y,predicted_label
117.015625,0.02734375,Density 50%
117.03125,0.03515625,Density 90%
117.046875,0.02734375,Density 50%
117.0625,0.02734375,Density 50%
117.078125,0.0234375,Density 50%
117.09375,0.02734375,Density 50%
117.109375,0.02734375,Density 50%
117.125,0.02734375,Density 50%
117.140625,0.02734375,Density 50%
117.15625,0.02734375,Density 50%
117.171875,0.02734375,Density 50%
117.1875,0.02734375,Density 50%
117.203125,0.02734375,Density 50%
117.21875,0.02734375,Density 50%
117.234375,0.02734375,Density 50%
117.25,0.03515625,Density 90%
117.265625,0.0234375,Density 50%
117.28125,0.02734375,Density 50%
117.296875,0.03125,Density 90%
117.3125,0.02734375,Density 50%
117.328125,0.0234375,Density 50%
117.34375,0.03125,Density 90%
117.359375,0.03125,Density 90%
117.375,0.02734375,Density 50%
117.390625,0.02734375,Density 50%
117.40625,0.03125,Density 90%
117.421875,0.02734375,Density 50%
117.4375,0.02734375,Density 50%
117.453125,0.02734375,Density 50%
117.46875,0.0234375,Density 50%
117.484375,0.02734375,Density 50%
117.5,0.03125,Density 90%
117.515625,0.02734375,Density 50%
117.53125,0.0234375,Density 50%
117.546875,0.02734375,Density 50%
117.5625,0.0234375,Density 50%
117.578125,0.02734375,Density 50%
117.59375,0.02734375,Density 50%
117.609375,0.02734375,Density 50%
117.625,0.01953125,Density 50%
117.640625,0.02734375,Density 50%
117.65625,0.02734375,Density 50%
117.671875,0.02734375,Density 50%
117.6875,0.01953125,Density 50%
117.703125,0.02734375,Density 50%
117.71875,0.02734375,Density 50%
117.734375,0.0234375,Density 50%
117.75,0.02734375,Density 50%
117.765625,0.02734375,Density 50%
117.78125,0.03125,Density 90%
117.796875,0.01953125,Density 50%
117.8125,0.0234375,Density 50%
117.828125,0.03125,Density 90%
117.84375,0.02734375,Density 50%
117.859375,0.03515625,Density 90%
117.875,0.02734375,Density 50%
117.890625,0.03125,Density 90%
117.90625,0.02734375,Density 50%
117.921875,0.03125,Density 90%
117.9375,0.02734375,Density 50%
117.953125,0.02734375,Density 50%
117.96875,0.02734375,Density 50%
117.984375,0.03125,Density 90%
118.0,0.03125,Density 90%
118.015625,0.02734375,Density 50%
118.03125,0.02734375,Density 50%
118.046875,0.0234375,Density 50%
118.0625,0.02734375,Density 50%
118.078125,0.0234375,Density 50%
118.09375,0.02734375,Density 50%
118.109375,0.0234375,Density 50%
118.125,0.02734375,Density 50%
118.140625,0.03515625,Density 90%
118.15625,0.02734375,Density 50%
118.171875,0.02734375,Density 50%
118.1875,0.03125,Density 90%
118.203125,0.02734375,Density 50%
118.21875,0.02734375,Density 50%
118.234375,0.02734375,Density 50%
118.25,0.03125,Density 90%
118.265625,0.02734375,Density 50%
118.28125,0.0234375,Density 50%
118.296875,0.0234375,Density 50%
118.3125,0.03125,Density 90%
118.328125,0.01953125,Density 50%
118.34375,0.03125,Density 90%
118.359375,0.02734375,Density 50%
118.375,0.02734375,Density 50%
118.390625,0.03125,Density 90%
118.40625,0.02734375,Density 50%
118.421875,0.0234375,Density 50%
118.4375,0.02734375,Density 50%
118.453125,0.02734375,Density 50%
118.46875,0.0234375,Density 50%
118.484375,0.02734375,Density 50%
118.5,0.02734375,Density 50%
118.515625,0.03125,Density 90%
118.53125,0.0234375,Density 50%
118.546875,0.02734375,Density 50%
118.5625,0.03125,Density 90%
118.578125,0.02734375,Density 50%
118.59375,0.02734375,Density 50%
118.609375,0.02734375,Density 50%
118.625,0.02734375,Density 50%
118.640625,0.03125,Density 90%
118.65625,0.02734375,Density 50%
118.671875,0.02734375,Density 50%
118.6875,0.02734375,Density 50%
118.703125,0.02734375,Density 50%
118.71875,0.0234375,Density 50%
118.734375,0.0234375,Density 50%
118.75,0.03125,Density 90%
118.765625,0.0234375,Density 50%
118.78125,0.03125,Density 90%
118.796875,0.0234375,Density 50%
118.8125,0.03125,Density 90%
118.828125,0.02734375,Density 50%
118.84375,0.02734375,Density 50%
118.859375,0.02734375,Density 50%
118.875,0.02734375,Density 50%
118.890625,0.03125,Density 90%
118.90625,0.02734375,Density 50%
118.921875,0.0234375,Density 50%
118.9375,0.03125,Density 90%
118.953125,0.02734375,Density 50%
118.96875,0.02734375,Density 50%
118.984375,0.0234375,Density 50%
119.0,0.02734375,Density 50%
119.015625,0.02734375,Density 50%
119.03125,0.02734375,Density 50%
119.046875,0.02734375,Density 50%
119.0625,0.02734375,Density 50%
119.078125,0.02734375,Density 50%
119.09375,0.02734375,Density 50%
119.109375,0.02734375,Density 50%
119.125,0.03515625,Density 90%
119.140625,0.02734375,Density 50%
119.15625,0.02734375,Density 50%
119.171875,0.02734375,Density 50%
119.1875,0.0234375,Density 50%
119.203125,0.03125,Density 90%
119.21875,0.02734375,Density 50%
119.234375,0.02734375,Density 50%
119.25,0.02734375,Density 50%
119.265625,0.02734375,Density 50%
119.28125,0.03125,Density 90%
119.296875,0.01953125,Density 50%
119.3125,0.02734375,Density 50%
119.328125,0.02734375,Density 50%
119.34375,0.02734375,Density 50%
119.359375,0.02734375,Density 50%
119.375,0.02734375,Density 50%
119.390625,0.03125,Density 90%
119.40625,0.0234375,Density 50%
119.421875,0.0234375,Density 50%
119.4375,0.0234375,Density 50%
119.453125,0.03125,Density 90%
119.46875,0.0234375,Density 50%
119.484375,0.03125,Density 90%
119.5,0.0234375,Density 50%
119.515625,0.03125,Density 90%
119.53125,0.02734375,Density 50%
119.546875,0.02734375,Density 50%
119.5625,0.03515625,Density 90%
119.578125,0.0234375,Density 50%
119.59375,0.0234375,Density 50%
119.609375,0.0234375,Density 50%
119.625,0.02734375,Density 50%
119.640625,0.0234375,Density 50%
119.65625,0.02734375,Density 50%
119.671875,0.01953125,Density 50%
119.6875,0.03125,Density 90%
119.703125,0.0234375,Density 50%
119.71875,0.03125,Density 90%
119.734375,0.02734375,Density 50%
119.75,0.0234375,Density 50%
119.765625,0.02734375,Density 50%
119.78125,0.02734375,Density 50%
119.796875,0.03125,Density 90%
119.8125,0.02734375,Density 50%
119.828125,0.03125,Density 90%
119.84375,0.0234375,Density 50%
119.859375,0.0234375,Density 50%
119.875,0.02734375,Density 50%
119.890625,0.02734375,Density 50%
119.90625,0.03515625,Density 90%
119.921875,0.02734375,Density 50%
119.9375,0.02734375,Density 50%
119.953125,0.02734375,Density 50%
119.96875,0.0234375,Density 50%
119.984375,0.03125,Density 90%
120.0,0.02734375,Density 50%
120.015625,0.0234375,Density 50%
120.03125,0.03125,Density 90%
120.046875,0.02734375,Density 50%
120.0625,0.02734375,Density 50%
120.078125,0.0234375,Density 50%
120.09375,0.03515625,Density 90%
120.109375,0.02734375,Density 50%
120.125,0.01953125,Density 50%
120.140625,0.02734375,Density 50%
120.15625,0.02734375,Density 50%
120.171875,0.03125,Density 90%
120.1875,0.02734375,Density 50%
120.203125,0.0234375,Density 50%
120.21875,0.03125,Density 90%
120.234375,0.02734375,Density 50%
120.25,0.0234375,Density 50%
120.265625,0.03125,Density 90%
120.28125,0.02734375,Density 50%
120.296875,0.02734375,Density 50%
120.3125,0.0234375,Density 50%
120.328125,0.03515625,Density 90%
120.34375,0.03125,Density 90%
120.359375,0.02734375,Density 50%
120.375,0.02734375,Density 50%
120.390625,0.0234375,Density 50%
120.40625,0.0234375,Density 50%
120.421875,0.02734375,Density 50%
120.4375,0.02734375,Density 50%
120.453125,0.02734375,Density 50%
120.46875,0.02734375,Density 50%
120.484375,0.02734375,Density 50%
120.5,0.03125,Density 90%
120.515625,0.02734375,Density 50%
120.53125,0.02734375,Density 50%
120.546875,0.03125,Density 90%
120.5625,0.02734375,Density 50%
120.578125,0.03125,Density 90%
120.59375,0.01953125,Density 50%
120.609375,0.02734375,Density 50%
120.625,0.02734375,Density 50%
120.640625,0.01953125,Density 50%
120.65625,0.02734375,Density 50%
120.671875,0.03125,Density 90%
120.6875,0.02734375,Density 50%
120.703125,0.0234375,Density 50%
120.71875,0.0234375,Density 50%
120.734375,0.0234375,Density 50%
120.75,0.03125,Density 90%
120.765625,0.03125,Density 90%
120.78125,0.02734375,Density 50%
120.796875,0.02734375,Density 50%
120.8125,0.01953125,Density 50%
120.828125,0.03125,Density 90%
120.84375,0.03125,Density 90%
120.859375,0.02734375,Density 50%
120.875,0.02734375,Density 50%
120.890625,0.02734375,Density 50%
120.90625,0.03125,Density 90%
120.921875,0.02734375,Density 50%
120.9375,0.03125,Density 90%
120.953125,0.02734375,Density 50%
120.96875,0.02734375,Density 50%
120.984375,0.01953125,Density 50%
121.0,0.03125,Density 90%
121.015625,0.0234375,Density 50%
121.03125,0.01953125,Density 50%
121.046875,0.02734375,Density 50%
121.0625,0.02734375,Density 50%
121.078125,0.02734375,Density 50%
121.09375,0.0234375,Density 50%
121.109375,0.02734375,Density 50%
121.125,0.0234375,Density 50%
121.140625,0.02734375,Density 50%
121.15625,0.0234375,Density 50%
121.171875,0.0234375,Density 50%
121.1875,0.02734375,Density 50%
121.203125,0.02734375,Density 50%
121.21875,0.02734375,Density 50%
121.234375,0.03125,Density 90%
121.25,0.02734375,Density 50%
121.265625,0.0234375,Density 50%
121.28125,0.02734375,Density 50%
121.296875,0.02734375,Density 50%
121.3125,0.03125,Density 90%
121.328125,0.03125,Density 90%
121.34375,0.0234375,Density 50%
121.359375,0.03125,Density 90%
121.375,0.0234375,Density 50%
121.390625,0.02734375,Density 50%
121.40625,0.03125,Density 90%
121.421875,0.02734375,Density 50%
121.4375,0.03125,Density 90%
121.453125,0.0234375,Density 50%
121.46875,0.02734375,Density 50%
121.484375,0.02734375,Density 50%
121.5,0.0234375,Density 50%
121.515625,0.02734375,Density 50%
121.53125,0.03125,Density 90%
121.546875,0.02734375,Density 50%
121.5625,0.02734375,Density 50%
121.578125,0.02734375,Density 50%
121.59375,0.02734375,Density 50%
121.609375,0.02734375,Density 50%
121.625,0.02734375,Density 50%
121.640625,0.02734375,Density 50%
121.65625,0.02734375,Density 50%
121.671875,0.0234375,Density 50%
121.6875,0.02734375,Density 50%
121.703125,0.03125,Density 90%
121.71875,0.02734375,Density 50%
121.734375,0.0234375,Density 50%
121.75,0.02734375,Density 50%
121.765625,0.02734375,Density 50%
121.78125,0.02734375,Density 50%
121.796875,0.02734375,Density 50%
121.8125,0.02734375,Density 50%
121.828125,0.02734375,Density 50%
121.84375,0.0234375,Density 50%
121.859375,0.0234375,Density 50%
121.875,0.0234375,Density 50%
121.890625,0.03125,Density 90%
121.90625,0.03515625,Density 90%
121.921875,0.03125,Density 90%
121.9375,0.02734375,Density 50%
121.953125,0.03125,Density 90%
121.96875,0.03125,Density 90%
121.984375,0.02734375,Density 50%
122.0,0.02734375,Density 50%
122.015625,0.0234375,Density 50%
122.03125,0.02734375,Density 50%
122.046875,0.0234375,Density 50%
122.0625,0.03125,Density 90%
122.078125,0.03125,Density 90%
122.09375,0.02734375,Density 50%
122.109375,0.03125,Density 90%
122.125,0.02734375,Density 50%
122.140625,0.02734375,Density 50%
122.15625,0.02734375,Density 50%
122.171875,0.03125,Density 90%
122.1875,0.02734375,Density 50%
122.203125,0.02734375,Density 50%
122.21875,0.02734375,Density 50%
122.234375,0.02734375,Density 50%
122.25,0.0234375,Density 50%
122.265625,0.02734375,Density 50%
122.28125,0.02734375,Density 50%
122.296875,0.02734375,Density 50%
122.3125,0.0234375,Density 50%
122.328125,0.0234375,Density 50%
122.34375,0.02734375,Density 50%
122.359375,0.03125,Density 90%
122.375,0.02734375,Density 50%
122.390625,0.02734375,Density 50%
122.40625,0.0234375,Density 50%
122.421875,0.02734375,Density 50%
122.4375,0.02734375,Density 50%
122.453125,0.03125,Density 90%
122.46875,0.0234375,Density 50%
122.484375,0.02734375,Density 50%
122.5,0.02734375,Density 50%
122.515625,0.02734375,Density 50%
122.53125,0.02734375,Density 50%
122.546875,0.0234375,Density 50%
122.5625,0.0234375,Density 50%
122.578125,0.02734375,Density 50%
122.59375,0.02734375,Density 50%
122.609375,0.03125,Density 90%
122.625,0.02734375,Density 50%
122.640625,0.03125,Density 90%
122.65625,0.02734375,Density 50%
122.671875,0.03125,Density 90%
122.6875,0.03125,Density 90%
122.703125,0.02734375,Density 50%
122.71875,0.03125,Density 90%
122.734375,0.0234375,Density 50%
122.75,0.03125,Density 90%
122.765625,0.02734375,Density 50%
122.78125,0.03125,Density 90%
122.796875,0.02734375,Density 50%
122.8125,0.02734375,Density 50%
122.828125,0.0234375,Density 50%
122.84375,0.01953125,Density 50%
122.859375,0.03125,Density 90%
122.875,0.03125,Density 90%
122.890625,0.02734375,Density 50%
122.90625,0.0234375,Density 50%
122.921875,0.02734375,Density 50%
122.9375,0.02734375,Density 50%
122.953125,0.02734375,Density 50%
122.96875,0.0234375,Density 50%
122.984375,0.02734375,Density 50%
123.0,0.03125,Density 90%
123.015625,0.0234375,Density 50%
123.03125,0.02734375,Density 50%
123.046875,0.0234375,Density 50%
123.0625,0.02734375,Density 50%
123.078125,0.02734375,Density 50%
123.09375,0.0234375,Density 50%
123.109375,0.02734375,Density 50%
123.125,0.0234375,Density 50%
123.140625,0.03125,Density 90%
123.15625,0.0234375,Density 50%
123.171875,0.0234375,Density 50%
123.1875,0.03125,Density 90%
123.203125,0.0234375,Density 50%
123.21875,0.02734375,Density 50%
123.234375,0.02734375,Density 50%
123.25,0.01953125,Density 50%
123.265625,0.02734375,Density 50%
123.28125,0.0234375,Density 50%
123.296875,0.03125,Density 90%
123.3125,0.02734375,Density 50%
123.328125,0.03125,Density 90%
123.34375,0.0234375,Density 50%
123.359375,0.01953125,Density 50%
123.375,0.03125,Density 90%
123.390625,0.0234375,Density 50%
123.40625,0.02734375,Density 50%
123.421875,0.02734375,Density 50%
123.4375,0.0234375,Density 50%
123.453125,0.02734375,Density 50%
123.46875,0.0234375,Density 50%
123.484375,0.0234375,Density 50%
123.5,0.02734375,Density 50%
123.515625,0.02734375,Density 50%
123.53125,0.0234375,Density 50%
123.546875,0.02734375,Density 50%
123.5625,0.02734375,Density 50%
123.578125,0.0234375,Density 50%
123.59375,0.0234375,Density 50%
123.609375,0.03515625,Density 90%
123.625,0.01953125,Density 50%
123.640625,0.02734375,Density 50%
123.65625,0.03125,Density 90%
123.671875,0.02734375,Density 50%
123.6875,0.02734375,Density 50%
123.703125,0.03125,Density 90%
123.71875,0.0234375,Density 50%
123.734375,0.02734375,Density 50%
123.75,0.0234375,Density 50%
123.765625,0.02734375,Density 50%
123.78125,0.02734375,Density 50%
123.796875,0.02734375,Density 50%
123.8125,0.02734375,Density 50%
123.828125,0.02734375,Density 50%
123.84375,0.0234375,Density 50%
123.859375,0.03125,Density 90%
123.875,0.0234375,Density 50%
123.890625,0.03125,Density 90%
123.90625,0.0234375,Density 50%
123.921875,0.03125,Density 90%
123.9375,0.03125,Density 90%
123.953125,0.02734375,Density 50%
123.96875,0.02734375,Density 50%
123.984375,0.02734375,Density 50%
124.0,0.02734375,Density 50%
124.015625,0.02734375,Density 50%
124.03125,0.0234375,Density 50%
124.046875,0.03125,Density 90%
124.0625,0.02734375,Density 50%
124.078125,0.02734375,Density 50%
124.09375,0.03125,Density 90%
124.109375,0.03125,Density 90%
124.125,0.02734375,Density 50%
124.140625,0.02734375,Density 50%
124.15625,0.02734375,Density 50%
124.171875,0.01953125,Density 50%
124.1875,0.0234375,Density 50%
124.203125,0.02734375,Density 50%
124.21875,0.0234375,Density 50%
124.234375,0.03125,Density 90%
124.25,0.0234375,Density 50%
124.265625,0.0234375,Density 50%
124.28125,0.03125,Density 90%
124.296875,0.0234375,Density 50%
124.3125,0.0234375,Density 50%
124.328125,0.0234375,Density 50%
124.34375,0.02734375,Density 50%
124.359375,0.02734375,Density 50%
124.375,0.0234375,Density 50%
124.390625,0.02734375,Density 50%
124.40625,0.03125,Density 90%
124.421875,0.0234375,Density 50%
124.4375,0.0234375,Density 50%
124.453125,0.02734375,Density 50%
124.46875,0.02734375,Density 50%
124.484375,0.0234375,Density 50%
124.5,0.0234375,Density 50%
124.515625,0.02734375,Density 50%
124.53125,0.03125,Density 90%
124.546875,0.0234375,Density 50%
124.5625,0.02734375,Density 50%
124.578125,0.02734375,Density 50%
124.59375,0.02734375,Density 50%
124.609375,0.02734375,Density 50%
124.625,0.03125,Density 90%
124.640625,0.02734375,Density 50%
124.65625,0.03125,Density 90%
124.671875,0.0234375,Density 50%
124.6875,0.03125,Density 90%
124.703125,0.03125,Density 90%
124.71875,0.02734375,Density 50%
124.734375,0.02734375,Density 50%
124.75,0.02734375,Density 50%
124.765625,0.02734375,Density 50%
124.78125,0.0234375,Density 50%
124.796875,0.02734375,Density 50%
124.8125,0.0234375,Density 50%
124.828125,0.02734375,Density 50%
124.84375,0.02734375,Density 50%
124.859375,0.0234375,Density 50%
124.875,0.02734375,Density 50%
124.890625,0.0234375,Density 50%
124.90625,0.0234375,Density 50%
124.921875,0.02734375,Density 50%
124.9375,0.0234375,Density 50%
124.953125,0.02734375,Density 50%
124.96875,0.0234375,Density 50%
124.984375,0.02734375,Density 50%
125.0,0.03125,Density 90%
125.015625,0.01953125,Density 50%
125.03125,0.02734375,Density 50%
125.046875,0.0234375,Density 50%
125.0625,0.03125,Density 90%
125.078125,0.02734375,Density 50%
125.09375,0.03125,Density 90%
125.109375,0.0234375,Density 50%
125.125,0.03125,Density 90%
125.140625,0.02734375,Density 50%
125.15625,0.03125,Density 90%
125.171875,0.02734375,Density 50%
125.1875,0.02734375,Density 50%
125.203125,0.02734375,Density 50%
125.21875,0.02734375,Density 50%
125.234375,0.02734375,Density 50%
125.25,0.02734375,Density 50%
125.265625,0.02734375,Density 50%
125.28125,0.02734375,Density 50%
125.296875,0.0234375,Density 50%
125.3125,0.03125,Density 90%
125.328125,0.03125,Density 90%
125.34375,0.02734375,Density 50%
125.359375,0.02734375,Density 50%
125.375,0.02734375,Density 50%
125.390625,0.0234375,Density 50%
125.40625,0.02734375,Density 50%
125.421875,0.02734375,Density 50%
125.4375,0.03125,Density 90%
125.453125,0.02734375,Density 50%
125.46875,0.03125,Density 90%
125.484375,0.02734375,Density 50%
125.5,0.0234375,Density 50%
125.515625,0.03515625,Density 90%
125.53125,0.01953125,Density 50%
125.546875,0.02734375,Density 50%
125.5625,0.02734375,Density 50%
125.578125,0.0234375,Density 50%
125.59375,0.0234375,Density 50%
125.609375,0.0234375,Density 50%
125.625,0.02734375,Density 50%
125.640625,0.02734375,Density 50%
125.65625,0.0234375,Density 50%
125.671875,0.03125,Density 90%
125.6875,0.02734375,Density 50%
125.703125,0.02734375,Density 50%
125.71875,0.02734375,Density 50%
125.734375,0.0234375,Density 50%
125.75,0.0234375,Density 50%
125.765625,0.03125,Density 90%
125.78125,0.02734375,Density 50%
125.796875,0.03125,Density 90%
125.8125,0.02734375,Density 50%
125.828125,0.02734375,Density 50%
125.84375,0.03515625,Density 90%
125.859375,0.02734375,Density 50%
125.875,0.02734375,Density 50%
125.890625,0.03125,Density 90%
125.90625,0.02734375,Density 50%
125.921875,0.02734375,Density 50%
125.9375,0.02734375,Density 50%
125.953125,0.0234375,Density 50%
125.96875,0.0234375,Density 50%
125.984375,0.03125,Density 90%
126.0,0.02734375,Density 50%
126.015625,0.02734375,Density 50%
126.03125,0.03125,Density 90%
126.046875,0.02734375,Density 50%
126.0625,0.02734375,Density 50%
126.078125,0.02734375,Density 50%
126.09375,0.03125,Density 90%
126.109375,0.03125,Density 90%
126.125,0.02734375,Density 50%
126.140625,0.0234375,Density 50%
126.15625,0.03125,Density 90%
126.171875,0.0234375,Density 50%
126.1875,0.02734375,Density 50%
126.203125,0.02734375,Density 50%
126.21875,0.02734375,Density 50%
126.234375,0.03125,Density 90%
126.25,0.0234375,Density 50%
126.265625,0.02734375,Density 50%
126.28125,0.01953125,Density 50%
126.296875,0.02734375,Density 50%
126.3125,0.0234375,Density 50%
126.328125,0.0234375,Density 50%
126.34375,0.02734375,Density 50%
126.359375,0.01953125,Density 50%
126.375,0.01953125,Density 50%
126.390625,0.03515625,Density 90%
126.40625,0.02734375,Density 50%
126.421875,0.02734375,Density 50%
126.4375,0.02734375,Density 50%
126.453125,0.02734375,Density 50%
126.46875,0.03125,Density 90%
126.484375,0.03125,Density 90%
126.5,0.03125,Density 90%
126.515625,0.02734375,Density 50%
126.53125,0.03125,Density 90%
126.546875,0.02734375,Density 50%
126.5625,0.0234375,Density 50%
126.578125,0.02734375,Density 50%
126.59375,0.02734375,Density 50%
126.609375,0.03515625,Density 90%
126.625,0.02734375,Density 50%
126.640625,0.0234375,Density 50%
126.65625,0.0234375,Density 50%
126.671875,0.02734375,Density 50%
126.6875,0.03125,Density 90%
126.703125,0.03125,Density 90%
126.71875,0.0234375,Density 50%
126.734375,0.0234375,Density 50%
126.75,0.02734375,Density 50%
126.765625,0.03125,Density 90%
126.78125,0.02734375,Density 50%
126.796875,0.03515625,Density 90%
126.8125,0.01953125,Density 50%
126.828125,0.02734375,Density 50%
126.84375,0.03125,Density 90%
126.859375,0.02734375,Density 50%
126.875,0.02734375,Density 50%
126.890625,0.02734375,Density 50%
126.90625,0.03125,Density 90%
126.921875,0.0234375,Density 50%
126.9375,0.02734375,Density 50%
126.953125,0.02734375,Density 50%
126.96875,0.02734375,Density 50%
126.984375,0.02734375,Density 50%
127.0,0.0234375,Density 50%
127.015625,0.02734375,Density 50%
127.03125,0.02734375,Density 50%
127.046875,0.01953125,Density 50%
127.0625,0.03125,Density 90%
127.078125,0.02734375,Density 50%
127.09375,0.03515625,Density 90%
127.109375,0.02734375,Density 50%
127.125,0.03125,Density 90%
127.140625,0.02734375,Density 50%
127.15625,0.02734375,Density 50%
127.171875,0.02734375,Density 50%
127.1875,0.02734375,Density 50%
127.203125,0.02734375,Density 50%
127.21875,0.02734375,Density 50%
127.234375,0.0234375,Density 50%
127.25,0.03125,Density 90%
127.265625,0.0234375,Density 50%
127.28125,0.0234375,Density 50%
127.296875,0.03125,Density 90%
127.3125,0.0234375,Density 50%
127.328125,0.03125,Density 90%
127.34375,0.02734375,Density 50%
127.359375,0.0234375,Density 50%
127.375,0.03125,Density 90%
127.390625,0.0234375,Density 50%
127.40625,0.03125,Density 90%
127.421875,0.01953125,Density 50%
127.4375,0.03125,Density 90%
127.453125,0.03125,Density 90%
127.46875,0.02734375,Density 50%
127.484375,0.03125,Density 90%
127.5,0.02734375,Density 50%
127.515625,0.02734375,Density 50%
127.53125,0.02734375,Density 50%
127.546875,0.0234375,Density 50%
127.5625,0.0234375,Density 50%
127.578125,0.02734375,Density 50%
127.59375,0.03125,Density 90%
127.609375,0.0234375,Density 50%
127.625,0.01953125,Density 50%
127.640625,0.02734375,Density 50%
127.65625,0.03125,Density 90%
127.671875,0.02734375,Density 50%
127.6875,0.0234375,Density 50%
127.703125,0.0234375,Density 50%
127.71875,0.02734375,Density 50%
127.734375,0.02734375,Density 50%
127.75,0.02734375,Density 50%
127.765625,0.03125,Density 90%
127.78125,0.02734375,Density 50%
127.796875,0.02734375,Density 50%
127.8125,0.03125,Density 90%
127.828125,0.02734375,Density 50%
127.84375,0.02734375,Density 50%
127.859375,0.02734375,Density 50%
127.875,0.03125,Density 90%
127.890625,0.02734375,Density 50%
127.90625,0.02734375,Density 50%
127.921875,0.02734375,Density 50%
127.9375,0.03515625,Density 90%
127.953125,0.02734375,Density 50%
127.96875,0.0234375,Density 50%
127.984375,0.03125,Density 90%
128.0,0.0234375,Density 50%
128.015625,0.0234375,Density 50%
128.03125,0.02734375,Density 50%
128.046875,0.03125,Density 90%
128.0625,0.02734375,Density 50%
128.078125,0.03125,Density 90%
128.09375,0.03125,Density 90%
128.109375,0.0234375,Density 50%
128.125,0.02734375,Density 50%
128.140625,0.02734375,Density 50%
128.15625,0.02734375,Density 50%
128.171875,0.02734375,Density 50%
128.1875,0.01953125,Density 50%
128.203125,0.03515625,Density 90%
128.21875,0.02734375,Density 50%
128.234375,0.02734375,Density 50%
128.25,0.02734375,Density 50%
128.265625,0.0234375,Density 50%
128.28125,0.03125,Density 90%
128.296875,0.03125,Density 90%
128.3125,0.0234375,Density 50%
128.328125,0.02734375,Density 50%
128.34375,0.03125,Density 90%
128.359375,0.0234375,Density 50%
128.375,0.03515625,Density 90%
128.390625,0.03125,Density 90%
128.40625,0.03125,Density 90%
128.421875,0.02734375,Density 50%
128.4375,0.03125,Density 90%
128.453125,0.01953125,Density 50%
128.46875,0.02734375,Density 50%
128.484375,0.0234375,Density 50%
128.5,0.02734375,Density 50%
128.515625,0.03125,Density 90%
128.53125,0.0234375,Density 50%
128.546875,0.02734375,Density 50%
128.5625,0.02734375,Density 50%
128.578125,0.02734375,Density 50%
128.59375,0.03125,Density 90%
128.609375,0.02734375,Density 50%
128.625,0.02734375,Density 50%
128.640625,0.03125,Density 90%
128.65625,0.0234375,Density 50%
128.671875,0.03125,Density 90%
128.6875,0.02734375,Density 50%
128.703125,0.02734375,Density 50%
128.71875,0.03125,Density 90%
128.734375,0.02734375,Density 50%
128.75,0.03125,Density 90%
128.765625,0.02734375,Density 50%
128.78125,0.0234375,Density 50%
128.796875,0.01953125,Density 50%
128.8125,0.02734375,Density 50%
128.828125,0.0234375,Density 50%
128.84375,0.03125,Density 90%
128.859375,0.0234375,Density 50%
128.875,0.02734375,Density 50%
128.890625,0.0234375,Density 50%
128.90625,0.03125,Density 90%
128.921875,0.02734375,Density 50%
128.9375,0.03125,Density 90%
128.953125,0.02734375,Density 50%
128.96875,0.0234375,Density 50%
128.984375,0.0234375,Density 50%
129.0,0.02734375,Density 50%
129.015625,0.03125,Density 90%
129.03125,0.02734375,Density 50%
129.046875,0.02734375,Density 50%
129.0625,0.0234375,Density 50%
129.078125,0.0234375,Density 50%
129.09375,0.03125,Density 90%
129.109375,0.0234375,Density 50%
129.125,0.02734375,Density 50%
129.140625,0.0234375,Density 50%
129.15625,0.03125,Density 90%
129.171875,0.0234375,Density 50%
129.1875,0.02734375,Density 50%
129.203125,0.03125,Density 90%
129.21875,0.0234375,Density 50%
129.234375,0.02734375,Density 50%
129.25,0.03125,Density 90%
129.265625,0.03125,Density 90%
129.28125,0.0234375,Density 50%
129.296875,0.03125,Density 90%
129.3125,0.0234375,Density 50%
129.328125,0.03125,Density 90%
129.34375,0.0234375,Density 50%
129.359375,0.02734375,Density 50%
129.375,0.02734375,Density 50%
129.390625,0.01953125,Density 50%
129.40625,0.02734375,Density 50%
129.421875,0.03515625,Density 90%
129.4375,0.03125,Density 90%
129.453125,0.01953125,Density 50%
129.46875,0.02734375,Density 50%
129.484375,0.02734375,Density 50%
129.5,0.0234375,Density 50%
129.515625,0.03125,Density 90%
129.53125,0.02734375,Density 50%
129.546875,0.03125,Density 90%
129.5625,0.0234375,Density 50%
129.578125,0.02734375,Density 50%
129.59375,0.02734375,Density 50%
129.609375,0.02734375,Density 50%
129.625,0.0234375,Density 50%
129.640625,0.03515625,Density 90%
129.65625,0.0234375,Density 50%
129.671875,0.0234375,Density 50%
129.6875,0.02734375,Density 50%
129.703125,0.02734375,Density 50%
129.71875,0.02734375,Density 50%
129.734375,0.02734375,Density 50%
129.75,0.02734375,Density 50%
129.765625,0.02734375,Density 50%
129.78125,0.02734375,Density 50%
129.796875,0.01953125,Density 50%
129.8125,0.03125,Density 90%
129.828125,0.02734375,Density 50%
129.84375,0.02734375,Density 50%
129.859375,0.02734375,Density 50%
129.875,0.0234375,Density 50%
129.890625,0.03125,Density 90%
129.90625,0.02734375,Density 50%
129.921875,0.03125,Density 90%
129.9375,0.01953125,Density 50%
129.953125,0.03125,Density 90%
129.96875,0.02734375,Density 50%
129.984375,0.02734375,Density 50%
130.0,0.03125,Density 90%
130.015625,0.02734375,Density 50%
130.03125,0.02734375,Density 50%
130.046875,0.02734375,Density 50%
130.0625,0.0234375,Density 50%
130.078125,0.02734375,Density 50%
130.09375,0.01953125,Density 50%
130.109375,0.03515625,Density 90%
